b	d	ব্দ	1
b	dh	ব্ধ	1
b	n	বন	0
b	p	বপ	0
b	f	বফ	0
b	ph	বফ	0
b	b	ব্ব	1
b	v	বভ	0
b	bh	ব্বহ	1
b	m	বম	0
b	z	বয	0
b	r	ব্র	1
b	l	ব্ল	1
b	Sh	বষ	0
b	sh	বশ	0
b	s	বস	0
b	h	ভ	0
b	y	ব্য	1
v	k	ভক	0
v	kh	ভখ	0
v	g	ভগ	0
v	gh	ভঘ	0
v	c	ভচ	0
v	ch	ভছ	0
v	j	ভজ	0
v	jh	ভঝ	0
v	T	ভট	0
v	Th	ভঠ	0
v	D	ভড	0
v	Dh	ভঢ	0
v	N	ভণ	0
v	t	ভত	0
v	th	ভথ	0
v	d	ভদ	0
v	dh	ভধ	0
v	n	ভন	0
v	p	ভপ	0
v	f	ভফ	0
v	ph	ভফ	0
v	b	ভব	0
v	v	ভভ	0
v	bh	ভভ	0
v	m	ভম	0
v	z	ভয	0
v	r	ভ্র	1
v	l	ভ্ল	1
v	Sh	ভষ	0
v	sh	ভশ	0
v	s	ভস	0
v	h	ভহ	0
v	y	ভ্য	1
bh	k	ভক	0
bh	kh	ভখ	0
bh	g	ভগ	0
bh	gh	ভঘ	0
bh	c	ভচ	0
bh	ch	ভছ	0
bh	j	ভজ	0
bh	jh	ভঝ	0
bh	T	ভট	0
bh	Th	ভঠ	0
bh	D	ভড	0
bh	Dh	ভঢ	0
bh	N	ভণ	0
bh	t	ভত	0
bh	th	ভথ	0
bh	d	ভদ	0
bh	dh	ভধ	0
bh	n	ভন	0
bh	p	ভপ	0
bh	f	ভফ	0
bh	ph	ভফ	0
bh	b	ভব	0
bh	v	ভভ	0
bh	bh	ভভ	0
bh	m	ভম	0
bh	z	ভয	0
bh	r	ভ্র	1
bh	l	ভ্ল	1
bh	Sh	ভষ	0
bh	sh	ভশ	0
bh	s	ভস	0
bh	h	ভহ	0
bh	y	ভ্য	1
m	k	মক	0
m	kh	মখ	0
m	g	মগ	0
m	gh	মঘ	0
m	c	মচ	0
m	ch	মছ	0
m	j	মজ	0
m	jh	মঝ	0
m	T	মট	0
m	Th	মঠ	0
m	D	মড	0
m	Dh	মঢ	0
m	N	মণ	0
m	t	মত	0
m	th	ম্থ	1
m	d	মদ	0
m	dh	মধ	0
m	n	ম্ন	1
m	p	ম্প	1
m	f	ম্ফ	1
m	ph	ম্ফ	1
m	b	ম্ব	1
m	v	ম্ভ	1
m	bh	ম্ভ	1
m	m	ম্ম	1
m	z	ময	0
m	r	ম্র	1
m	l	ম্ল	1
m	Sh	মষ	0
m	sh	মশ	0
m	s	মস	0
m	h	মহ	0
m	y	ম্য	1
z	k	যক	0
z	kh	যখ	0
z	g	যগ	0
z	gh	যঘ	0
z	c	যচ	0
z	ch	যছ	0
z	j	যজ	0
z	jh	যঝ	0
z	T	যট	0
z	Th	যঠ	0
z	D	যড	0
z	Dh	যঢ	0
z	N	যণ	0
z	t	যত	0
z	th	যথ	0
z	d	যদ	0
z	dh	যধ	0
z	n	যন	0
z	p	যপ	0
z	f	যফ	0
z	ph	যফ	0
z	b	যব	0
z	v	যভ	0
z	bh	যভ	0
z	m	যম	0
z	z	যয	0
z	r	য্র	1
z	l	যল	0
z	Sh	যষ	0
z	sh	যশ	0
z	s	যস	0
z	h	যহ	0
z	y	য্য	1
r	k	রক	0
r	kh	রখ	0
r	g	রগ	0
r	gh	রঘ	0
r	c	রচ	0
r	ch	রছ	0
r	j	রজ	0
r	jh	রঝ	0
r	T	রট	0
r	Th	রঠ	0
r	D	রড	0
r	Dh	রঢ	0
r	N	রণ	0
r	t	রত	0
r	th	রথ	0
r	d	রদ	0
r	dh	রধ	0
r	n	রন	0
r	p	রপ	0
r	f	রফ	0
r	ph	রফ	0
r	b	রব	0
r	v	রভ	0
r	bh	রভ	0
r	m	রম	0
r	z	রয	0
r	r	রর	0
r	l	রল	0
r	Sh	রষ	0
r	sh	রশ	0
r	s	রস	0
r	h	রহ	0
r	y	র‍্য	1
l	k	ল্ক	1
l	kh	লখ	0
l	g	ল্গ	1
l	gh	লঘ	0
l	c	লচ	0
l	ch	লছ	0
l	j	লজ	0
l	jh	লঝ	0
l	T	ল্ট	1
l	Th	ল্টহ	1
l	D	ল্ড	1
l	Dh	ল্ডহ	1
l	N	লণ	0
l	t	লত	0
l	th	লথ	0
l	d	লদ	0
l	dh	ল্ধ	1
l	n	লন	0
l	p	ল্প	1
l	f	লফ	0
l	ph	লফ	0
l	b	ল্ব	1
l	v	ল্ভ	1
l	bh	ল্ভ	1
l	m	ল্ম	1
l	z	লয	0
l	r	ল্র	1
l	l	ল্ল	1
l	Sh	লষ	0
l	sh	লশ	0
l	s	লস	0
l	h	লহ	0
l	y	ল্য	1
Sh	k	ষ্ক	1
Sh	kh	ষ্কহ	1
Sh	g	ষগ	0
Sh	gh	ষঘ	0
Sh	c	ষচ	0
Sh	ch	ষছ	0
Sh	j	ষজ	0
Sh	jh	ষঝ	0
Sh	T	ষ্ট	1
Sh	Th	ষ্ঠ	1
Sh	D	ষড	0
Sh	Dh	ষঢ	0
Sh	N	ষ্ণ	1
Sh	t	ষত	0
Sh	th	ষথ	0
Sh	d	ষদ	0
Sh	dh	ষধ	0
Sh	n	ষন	0
Sh	p	ষ্প	1
Sh	f	ষ্ফ	1
Sh	ph	ষ্ফ	1
Sh	b	ষব	0
Sh	v	ষভ	0
Sh	bh	ষভ	0
Sh	m	ষ্ম	1
Sh	z	ষয	0
Sh	r	ষ্র	1
Sh	l	ষল	0
Sh	Sh	ষষ	0
Sh	sh	ষশ	0
Sh	s	ষস	0
Sh	h	ষহ	0
Sh	y	ষ্য	1
sh	k	শক	0
sh	kh	শখ	0
sh	g	শগ	0
sh	gh	শঘ	0
sh	c	শ্চ	1
sh	ch	শ্ছ	1
sh	j	শজ	0
sh	jh	শঝ	0
sh	T	শট	0
sh	Th	শঠ	0
sh	D	শড	0
sh	Dh	শঢ	0
sh	N	শণ	0
sh	t	শ্ত	1
sh	th	শ্তহ	1
sh	d	শদ	0
sh	dh	শধ	0
sh	n	শ্ন	1
sh	p	শপ	0
sh	f	শফ	0
sh	ph	শফ	0
sh	b	শব	0
sh	v	শভ	0
sh	bh	শভ	0
sh	m	শ্ম	1
sh	z	শয	0
sh	r	শ্র	1
sh	l	শ্ল	1
sh	Sh	শষ	0
sh	sh	শশ	0
sh	s	শস	0
sh	h	শহ	0
sh	y	শ্য	1
s	k	স্ক	1
s	kh	স্খ	1
s	g	সগ	0
s	gh	সঘ	0
s	c	সচ	0
s	ch	সছ	0
s	j	সজ	0
s	jh	সঝ	0
s	T	স্ট	1
s	Th	স্টহ	1
s	D	সড	0
s	Dh	সঢ	0
s	N	সণ	0
s	t	স্ত	1
s	th	স্থ	1
s	d	সদ	0
s	dh	সধ	0
s	n	স্ন	1
s	p	স্প	1
s	f	স্ফ	1
s	ph	স্ফ	1
s	b	সব	0
s	v	সভ	0
s	bh	সভ	0
s	m	স্ম	1
s	z	সয	0
s	r	স্র	1
s	l	স্ল	1
s	Sh	সষ	0
s	sh	সশ	0
s	s	সস	0
s	h	শ	0
s	y	স্য	1
h	k	হক	0
h	kh	হখ	0
h	g	হগ	0
h	gh	হঘ	0
h	c	হচ	0
h	ch	হছ	0
h	j	হজ	0
h	jh	হঝ	0
h	T	হট	0
h	Th	হঠ	0
h	D	হড	0
h	Dh	হঢ	0
h	N	হ্ণ	1
h	t	হত	0
h	th	হথ	0
h	d	হদ	0
h	dh	হধ	0
h	n	হ্ন	1
h	p	হপ	0
h	f	হফ	0
h	ph	হফ	0
h	b	হব	0
h	v	হভ	0
h	bh	হভ	0
h	m	হ্ম	1
h	z	হয	0
h	r	হ্র	1
h	l	হ্ল	1
h	Sh	হষ	0
h	sh	হশ	0
h	s	হস	0
h	h	হহ	0
h	y	হ্য	1
y	k	ইয়ক	0
y	kh	ইয়খ	0
y	g	ইয়গ	0
y	gh	ইয়ঘ	0
y	c	ইয়চ	0
y	ch	ইয়ছ	0
y	j	ইয়জ	0
y	jh	ইয়ঝ	0
y	T	ইয়ট	0
y	Th	ইয়ঠ	0
y	D	ইয়ড	0
y	Dh	ইয়ঢ	0
y	N	ইয়ণ	0
y	t	ইয়ত	0
y	th	ইয়থ	0
y	d	ইয়দ	0
y	dh	ইয়ধ	0
y	n	ইয়ন	0
y	p	ইয়প	0
y	f	ইয়ফ	0
y	ph	ইয়ফ	0
y	b	ইয়ব	0
y	v	ইয়ভ	0
y	bh	ইয়ভ	0
y	m	ইয়ম	0
y	z	ইয়য	0
y	r	ইয়র	0
y	l	ইয়ল	0
y	Sh	ইয়ষ	0
y	sh	ইয়শ	0
y	s	ইয়স	0
y	h	ইয়হ	0
y	y	ইয়্য	1
